"rx","tx","ctcss/dsc","omschrijving","plaats","groep"
"119.825000","119.82500","","Langen Information","Landelijk","Analoog"
"119.8500","119.8500","","KLM Flight Academy","Eelde ","Analoog"
"119.950000","119.95000","","Twente Radio (Aerodrome Information)","Enschede","Analoog"
"120.00000","120.00000","","VINK Aerobatics","Landelijk","Analoog"
"120.02500","120.02500","","London Control (Standby)","Landelijk","Analoog"
"120.05000","120.05000","","Frisbee Tower","NATO Base Geilenkirchen","Analoog"
"120.100000","120.10000","","Arrival (East) Brussels Airport","Zaventem","Analoog"
"120.12500","120.12500","","De Kooy Tower","Den Helder","Analoog"
"120.14166","120.14166","","Dutch GP F1 2021 (Zandvoort Information)","Zandvoort","Analoog"
"120.17500","120.17500","","London Terminal Control (Timba Sector)","Landelijk","Analoog"
"120.200000","120.20000","","Maastricht-Aachen Airport (Approach Backup)","Beek",""
"120.22500","120.22500","","Bremen Radar (Mil Sector Eider-West)","Landelijk","Analoog"
"120.250000","120.25000","","Luchthaven Kortrijk-Wevelgem Kortrijk Radio","Wevelgem",""
"120.27500","120.27500","","Lille Information","Landelijk","Analoog"
"120.300000","120.30000","","Groningen Airport Eelde (Approach)","Eelde","Analoog"
"120.30833","120.30833","","Balen Radio (EBKH) - Vliegbasis Balen Keiheuvel","Balen ","Analoog"
"120.40000","120.40000","","Zwartberg Airfield (EBZW) GENK","Zwartberg-Genk","Analoog"
"120.42500","120.42500","","Woensdrecht Tower","Vliegbasis Woensdrecht","Analoog"
"120.45000","120.45000","","ENGM Approach West (Noorwegen)","Landelijk","Analoog"
"120.47500","120.47500","","London Terminal Control (South Standby)","Landelijk","Analoog"
"120.500000","120.50000","","Flugplatz Juist (EDWJ)","",""
"120.52500","120.52500","","London Terminal Control (Biggin Sector)","Landelijk","Analoog"
"120.550000","120.55000","","Amsterdam Radar Arrivals via holding ARTIP","Schiphol",""
"120.600000","120.60000","","Approach","Luchthaven Oostende-Brugge",""
"120.62500","120.62500","","Bremen Radar (Mil Sector Havel)","Landelijk","Analoog"
"120.65000","120.65000","","Langen Information","Landelijk","Analoog"
"120.650000","120.65000","","Breda International Airport Seppe Radio (Aerodrome Information)","Bosschenhoofd","Analoog"
"120.70000","120.70000","","Leeuwarden Tower","Vliegbasis Leeuwarden","Analoog"
"120.725000","120.72500","","Lelystad ATIS","Lelystad Airport",""
"120.75833","120.75833","","Dutch GP F1 2022 (Zandvoort Information)","Zandvoort ","Analoog"
"120.77500","120.77500","","Munchen Radar (Sector Bayern-Süd2)","Landelijk","Analoog"
"120.775000","120.77500","","Tower Rwy 07L/25R Brussels Airport","Zaventem","Analoog"
"120.80000","120.80000","","Langen Radar Approach","Frankfurt","Analoog"
"120.81666","120.81666","","Open dagen KLu 2016 (Display Ops)","Vliegbasis Leeuwarden","Analoog"
"120.825000","120.82500","","Lelystad Approach (Secondary)","Lelystad Airport",""
"120.825000","120.82500","","Mil ATCC Schiphol Dutch Mil Radar Upper","Landelijk","Analoog"
"120.85833","120.85833","","Maastricht Radar Holstein Sector (FL245-355)","Landelijk","Analoog"
"120.875000","120.87500","","Discrete Emergency Frequency","Landelijk",""
"120.89166","120.89166","","Flugplatz Alte Ems","Rhede (Ems)","Analoog"
"120.900000","120.90000","","RAF Benson Aerodrome Traffic Zone","Benson",""
"121.000000","121.00000","","Airport Teuge Teuge Radio (Aerodrome Information)","Teuge","Analoog"
"121.02500","121.02500","","London Terminal Control (Cowly West Sector)","Landelijk","Analoog"
"121.05000","121.05000","","Koksijde Approach ","Vliegbasis Koksijde","Analoog"
"121.17500","121.17500","","RAF Fairford (Ground Control)","Fairford","Analoog"
"121.20000","121.20000","","Schiphol Approach/Departures TMA West","Schiphol","Analoog"
"121.208330","121.20833","","Flugplatz Borkum (EDWR)","Borkum","Analoog"
"121.22500","121.22500","","London Terminal Control (Redfa Sector)","Landelijk","Analoog"
"121.27500","121.27500","","London Terminal Control (Bovingdon Sector)","Landelijk","Analoog"
"121.30000","121.30000","","Charleroi Tower","Charleroi","Analoog"
"121.30000","121.30000","","KLM Snowdesk (Remote De-icing) ","Schiphol","Analoog"
"121.32500","121.32500","","Scottish Control (Sector Humber above FL 245)","Landelijk","Analoog"
"121.35000","121.35000","","Langen Radar (Düsseldorf Sector)","Landelijk","Analoog"
"121.500000","121.50000","","International Emergency Frequency","Internationaal","Analoog"
"121.54166","121.54166","","Lelystad Airport (Baankanaal)","Lelystad ","Analoog"
"121.55833","121.55833","","Schiphol Groundcontrol Runway 18R/36L","Schiphol","Analoog"
"121.57500","121.57500","","RAF Lakenheath (Ground)","Lakenheath","Analoog"
"121.591660","121.59166","","Schiphol Delivery/Ground/Planner (Back-up)","Schiphol",""
"121.60000","121.60000","","KLM PAD-control De-icing ","Schiphol","Analoog"
"121.60833","121.60833","","Groningen Airport Eelde (Havendienst/Brandweer)","Eelde","Analoog"
"121.63333","121.63333","","Dutch GP F1 2021 (Zandvoort Ground)","Zandvoort","Analoog"
"121.650000","121.65000","","Schiphol Outbound Planner","Schiphol",""
"121.67500","121.67500","","Woensdrecht Ground","Vliegbasis Woensdrecht","Analoog"
"121.67500","121.67500","","Leeuwarden Ground","Vliegbasis Leeuwarden","Analoog"
"121.7000","121.7000","","Ground (Secondary) Brussels Airport ","Zaventem","Analoog"
"121.700000","121.70000","","Groningen Airport Eelde (Clearance Delivery)","Eelde",""
"121.700000","121.70000","","Schiphol Groundcontrol Runway 06/24","Schiphol",""
"121.71666","121.71666","","Heliport Eemshaven (Eemshaven Radio)","Eemshaven ","Analoog"
"121.71666","121.71666","","Dutch GP F1 2022 (Zandvoort Ground)","Zandvoort","Analoog"
"121.71666","121.71666","","KLM De-icing P10","Schiphol","Analoog"
"121.72500","121.72500","","De-icing platform M Brussels Airport","Zaventem","Analoog"
"121.72500","121.72500","","RAF Brize Norton (Ground)","Brize","Analoog"
"121.72500","121.72500","","De Kooy Ground","Den Helder","Analoog"
"121.74166","121.74166","","KLM De-icing P16","Schiphol","Analoog"
"121.750000","121.75000","","ATIS Departure Brussels Airport ","Zaventem","Analoog"
"121.750000","121.75000","","Rotterdam The Hague Airport Baankanaal","Rotterdam",""
"121.77500","121.77500","","Dusseldorf Clearance Delivery","Dusseldorf","Analoog"
"121.775000","121.77500","","Platform Zuid (vliegtuigtrekkers)","Schiphol",""
"121.80000","121.80000","","RAF Mildenhall (Ground)","Mildenhall","Analoog"
"121.80000","121.80000","","Charleroi Ground","Charleroi","Analoog"
"121.800000","121.80000","","Schiphol Groundcontrol Runway 04/22 09/27 36R","Schiphol",""
"121.800000","121.80000","","RAF Benson Ground","Benson",""
"121.825000","121.82500","","Maastricht-Aachen Airport (Delivery)","Beek",""
"121.85000","121.85000","","RAF Coningsby (Ground)","Coningsby","Analoog"
"121.85000","121.85000","","Beauvechain Ground","Vliegbasis Beauvechain","Analoog"
"121.875000","121.87500","","Platform Noord (vliegtuigtrekkers)","Schiphol",""
"121.875000","121.87500","","Ground Brussels Airport ","Zaventem","Analoog"
"121.90000","121.90000","","Dusseldorf Ground","Dusseldorf","Analoog"
"121.900000","121.90000","","Schiphol Groundcontrol Runway 18C/36C","Schiphol",""
"121.900000","121.90000","","Antwerpen Ground","Luchthaven Antwerpen","Analoog"
"121.900000","121.90000","","Ground","Luchthaven Oostende-Brugge",""
"121.900000","121.90000","","NSS 2014 Clearance Requests","",""
"121.900000","121.90000","","Maastricht-Aachen Airport (Havendienst)","Beek",""
"121.92500","121.925000","","Eindhoven Ground","Vliegbasis Eindhoven","Analoog"
"121.925000","121.92500","","K-Apron Schiphol-Oost (General Aviation)","Schiphol","Analoog"
"121.95000","121.95000","","Rotterdam The Hague Airport (Airside Operations Manager)","Rotterdam","Analoog"
"121.950000","121.95000","","Clearence Delivery Brussels Airport ","Zaventem","Analoog"
"121.975000","121.97500","","Schiphol Clearance Delivery (Start-Up Control VFR flights only)","Schiphol",""
"122.025000","122.02500","","Flugplatz Langeoog (EDWL)","Langeoog ",""
"122.10000","122.10000","","NATO Tower / Approach","Landelijk","Analoog"
"122.10000","122.10000","","Koksijde Tower","Vliegbasis Koksijde","Analoog"
"122.150000","122.15000","","Budel Radio (Aerodrome Information)","Budel","Analoog"
"122.17500","122.17500","","Rotterdam Delivery","Rotterdam","Analoog"
"122.18333","122.18333","","Maastricht Radar Muenster Low Sector (FL245-355)","Landelijk","Analoog"
"122.20000","122.20000","","Spangdahlem Tower","Spangdahlem Airbase","Analoog"
"122.200000","122.20000","","Schiphol Departure Information","Schiphol",""
"122.25000","122.25000","","Ballonvaart en volgploegen","Landelijk","Analoog"
"122.25000","122.25000","","Ballonvaart (Primary)","Landelijk","Analoog"
"122.250000","122.25000","","Thales Nederland (Radartesten)","Hengelo",""
"122.33333","122.33333","","Air tot Air kleine luchtvaart (Regio 7)","Landelijk","Analoog"
"122.350000","122.35000","","Airshow Support Team","Landelijk","Analoog"
"122.383300","122.38330","","Zweefvliegers Air to Air","Landelijk","Analoog"
"122.400000","122.40000","","Flugplatz Wangerooge (EDWG)","Wangerooge",""
"122.400000","122.40000","","Flugplatz Harle (EDXP)","Harle",""
"122.47500","122.47500","","Zweefvliegveld de Voorst","Marknesse","Analoog"
"122.47500","122.47500","","Gooise Zweefvliegclub","Hilversum","Analoog"
"122.475000","122.47500","","Zweefvliegveld Groote Heide","Venlo",""
"122.475000","122.47500","","WBAC Woensdrecht Zweefvliegcombinatie KLu","Luchtmachtbasis Woensdrecht",""
"122.475000","122.47500","","Zweefvliegers A/A","Landelijk",""
"122.50000","122.50000","","Zweefvliegers A/A","Landelijk",""
"122.50000","122.50000","","Noord Nederlandse Zweefvlieg Club","Borgercompagnie",""
"122.50000","122.50000","","Zweefvliegclub Volkel","Volkel","Analoog"
"122.50000","122.50000","","Florennes Approach (Secondary)","Vliegbasis Florennes","Analoog"
"122.50000","122.50000","","Vliegclub Haamstede","Burgh-Haamstede","Analoog"
"122.50000","122.50000","","Vliegclub Hoogeveen","Hoogeveen","Analoog"
"122.50000","122.50000","","Aero Club Salland","Lemelerveld","Analoog"
"122.54166","122.54166","","Air to Air","Landelijk","Analoog"
"122.5500","122.5500","","North Sea Traffic","Landelijk","Analoog"
"122.55000","122.55000","","Air to Air","Landelijk","Analoog"
"122.55000","122.55000","","RAF Mildenhall (Tower)","Mildenhall ","Analoog"
"122.600000","122.60000","","Flugplatz Nordeney (EDWY)","Nordeney",""
"122.600000","122.60000","","Ballonvaart (Secondary)","Landelijk",""
"122.63333","122.63333","","Rhein Radar (Sector Saale 2 FL365-660)","Landelijk","Analoog"
"122.650000","122.65000","","Flugplatz Nordhorn-Lingen","Nordhorn-Lingen",""
"122.683330","122.68333","","Flugplatz Westerstede-Felde (EDWX)","Westerstede-Felde",""
"122.750000","122.75000","","Luchtverkeersleiding Nederland Testvluchten","Landelijk",""
"122.800000","122.80000","","Parachutespringers","Landelijk","Analoog"
"122.81666","122.81666","","Maastricht Radar Ruhr Middle Sector (FL355-375)","Landelijk","Analoog"
"122.82500","122.82500","","Beauvechain Approach","Vliegbasis Beauvechain","Analoog"
"122.83333","122.83333","","Maastricht Radar Ruhr High Sector (Above FL375)","Landelijk","Analoog"
"122.87500","122.87500","","Aachen Merzbruck Info RWY 08/26 529 Asfalt","Aken","Analoog"
"122.90000","122.90000","","Brasschaat Radio (EBBT)","Brasschaat ","Analoog"
"122.95000","122.95000","","Helicopter Operations Offshore platforms Noordzee","Landelijk","Analoog"
"122.99166","122.99166","","Rotterdam Approach (Primary)","Rotterdam","Analoog"
"123.025000","123.02500","","Flugplatz Norden-Norddeich (EDWS)","Norden-Norddeich",""
"123.10000","123.10000","","Nederlandse Kustwacht - SAR vliegende eenheden","Landelijk","Analoog"
"123.10000","123.10000","","BAF 40 Sm Koksijde Rescue","Vliegbasis Koksijde","Analoog"
"123.100000","123.10000","","SAR Search And Rescue","Landelijk",""
"123.17500","123.17500","","Mil CAPP Schiphol (RAPCON South)","Vliegbasis Volkel","Analoog"
"123.22500","123.22500","","Bremen Radar (Mil Sector Börde)","Landelijk","Analoog"
"123.22500","123.22500","","London Control (Standby)","Landelijk","Analoog"
"123.30000","123.30000","","Wereldhavendagen 2019/2022/2023 (Display Director Marheli)","Rotterdam","Analoog"
"123.30000","123.30000","","NATO Combined GCA/Final","Landelijk","Analoog"
"123.30000","123.30000","","Wereldhavendagen 2022 (Display Director)","Rotterdam","Analoog"
"123.30000","123.30000","","De Kooy Final ","Den Helder","Analoog"
"123.30000","123.30000","","Gilze Ground","Vliegbasis Gilze Rijen","Analoog"
"123.35000","123.35000","","Nijmeegse Aeroclub","Malden","Analoog"
"123.35000","123.35000","","Eerste Zeeuws-Vlaamse Aero Club","Axel","Analoog"
"123.35000","123.35000","","KLu Zweefvliegclub De Peel","Vredepeel","Analoog"
"123.35000","123.35000","","Zweefvliegclub Deelen / Zweefvliegclub Rotterdam","Arnhem","Analoog"
"123.35000","123.35000","","Kennemer Zweefvliegclub","Noordwijk","Analoog"
"123.35000","123.35000","","Zweefvliegclub Volkel","Volkel","Analoog"
"123.350000","123.35000","","Friese Aero Club","Leeuwarden",""
"123.350000","123.35000","","Zweefvliegers A/A","Landelijk",""
"123.37500","123.37500","","EHGR Zweefvliegen GLC ILLUSTRIOUS","Gilze Rijen","Analoog"
"123.37500","123.37500","","Zweefvliegcentrum Noordkop","Slootdorp","Analoog"
"123.375000","123.37500","","Zweefvliegcentrum Terlet Secundary Strips tijdens het weekend","Terlet",""
"123.375000","123.37500","","Zweefvliegers A/A","Landelijk",""
"123.40000","123.40000","","Lieren en slepen van zweefvliegtuigen","Landelijk","Analoog"
"123.400000","123.40000","","Air to Air","Landelijk",""
"123.42500","123.42500","","Vliegveld Middenmeer (EHMM Aerodrome)","Middenmeer","Analoog"
"123.425000","123.42500","","Air to Air ultra lights","Landelijk",""
"123.450000","123.45000","","Air to Air","Landelijk",""
"123.46666","123.46666","","Begeleiding overlandvluchten (vliegscholen)","Landelijk","Analoog"
"123.475000","123.47500","","Air to Air","Landelijk",""
"123.500","123.500","","Zweefvliegveld Castricum (Eerste Zaanse Zweefvlieg-Club)","Castricum","Analoog"
"123.50000","123.50000","","Stichting Samenwerkende Zweefvliegers Midden-Zeeland","Arnemuiden","Analoog"
"123.50000","123.50000","","Eerste Limburgse Zweefvlieg Club","Schinveld","Analoog"
"123.500000","123.50000","","Zweefvliegers A/A","Landelijk",""
"123.525000","123.52500","","Langen Information","Landelijk","Analoog"
"123.55000","123.55000","","RAF Brize Norton (Talkdown)","Brize","Analoog"
"123.550000","123.55000","","Victor Romeo formatieteam Vliegclub Rotterdam","Rotterdam",""
"123.57500","123.57500","","RAPCON West","Vliegbasis Gilze Rijen","Analoog"
"123.57500","123.57500","","Woensdrecht Arrival","Vliegbasis Woensdrecht","Analoog"
"123.57500","123.57500","","RAPCON West","Vliegbasis Woensdrecht","Analoog"
"123.60000","123.60000","","Wittmund Radar (Civiel)","Wittmundhafen Air Base","Analoog"
"123.62500","123.62500","","Productieplatform Borwin Alpha (Windmolenpark in de Duitse Bocht) ","Duitse Bocht","Analoog"
"123.675000","123.67500","","Lelystad Delivery (Primary)","Lelystad Airport",""
"123.700000","123.70000","","Amsterdam ACC Radar sector 5 (Noord-West)","Schiphol",""
"123.72500","123.72500","","RAF Brize Norton (Tower)","Brize","Analoog"
"123.725000","123.72500","","Frisbee Ground Controlled Approach","NATO Base Geilenkirchen","Analoog"
"123.73333","123.73333","","Air tot Air kleine luchtvaart (Regio 1)","Duitsland","Analoog"
"123.75000","123.75000","","Open dagen KLu 2019 (Display Control)","Vliegbasis Volkel","Analoog"
"123.75000","123.75000","","Valkenburg Tower (Tijdens NSS 2014)","Valkenburg ","Analoog"
"123.750000","123.75000","","TT Assen 2017/2018/2019 Assen Radio","Assen",""
"123.77500","123.77500","","Dusseldorf ATIS","Dusseldorf","Analoog"
"123.825000","123.82500","","Lelystad Tower en Delivery (Secondary)","Lelystad Airport",""
"123.850000","123.85000","","Amsterdam ACC Radar sector 3 (Zuid)","Schiphol",""
"123.89166","123.89166","","Sanicole Airshow 2022 Display","Leopoldsburg","Analoog"
"123.90000","123.90000","","London Terminal Control (Lambourne Sector)","Landelijk","Analoog"
"123.92500","123.92500","","Bremen Radar (Mil Sector Aller)","Landelijk","Analoog"
"123.950000","123.95000","","Shanwick OACC Oceanic Clearance","Shanwick",""
"123.975000","123.97500","","Maastricht-Aachen Airport (Approach)","Beek",""
"124.00000","124.00000","","Copenhagen Information","Landelijk","Analoog"
"124.07500","124.07500","","Bremen Radar (Mil Sector Eider-Ost)","Landelijk","Analoog"
"124.17500","124.17500","","Bremen Radar (Mil Sector Müritz)","Landelijk","Analoog"
"124.175000","124.17500","","Shanwick OACC General Purpose (Secondary)","Shanwick",""
"124.2000","124.2000","","Antwerpen Information ATIS","Luchthaven Antwerpen","Analoog"
"124.225000","124.22500","","Mil CAPP Schiphol (De Kooy Arrival)","Den Helder","Analoog"
"124.27500","124.27500","","RAF Brize Norton (Radar)","Brize ","Analoog"
"124.300000","124.30000","","Amsterdam Flight Information Center (Over land)","Landelijk","Analoog"
"124.37500","124.37500","","Florennes Approach (Primary)","Vliegbasis Florennes","Analoog"
"124.42500","124.42500","","Langen Radar (Gedern Sector)","Landelijk","Analoog"
"124.43333","124.43333","","Maastricht Radar Ruhr Low Sector (FL245-355)","Landelijk","Analoog"
"124.450000","124.45000","","Niederrhein ATIS","Weeze","Analoog"
"124.50000","124.50000","","Scottish Area Control","Landelijk","Analoog"
"124.52500","124.52500","","Mil CAPP Schiphol (Eindhoven Arrival)","Vliegbasis Eindhoven","Analoog"
"124.575000","124.57500","","Maastricht-Aachen Airport (ATIS)","Beek",""
"124.60000","124.60000","","London Control (Flight Information Service East Sector)","Landelijk","Analoog"
"124.67500","124.67500","","RAF Coningsby (Tower)","Coningsby","Analoog"
"124.700000","124.70000","","Helistrip Knokke","Luchthaven Oostende-Brugge",""
"124.72500","124.72500","","Langen Radar (Gießen Sector)","Landelijk","Analoog"
"124.75000","124.75000","","London Control (Flight Information Service West Sector)","Landelijk","Analoog"
"124.80000","124.80000","","Bremen Radar (Mil Sector Friesland)","Landelijk","Analoog"
"124.80000","124.80000","","RAF Fairford (Tower)","Fairford","Analoog"
"124.875000","124.87500","","Amsterdam ACC Radar sector 2 (Oost outbound)","Schiphol",""
"124.90000","124.90000","","Langen Radar (Siegen Sector)","Landelijk","Analoog"
"124.92500","124.92500","","London Terminal Control (Dagga Sector)","Landelijk","Analoog"
"1242.350000","1270.35000","71,9","PI6SHB zendamateur relais","Den Bosch",""
"125.00000","125.00000","","Brussels ACC "Brussels Control" (Luxembourg Sector)","Landelijk","Analoog"
"125.02500","125.02500","","Bremen Radar (Mil Sector Ems)","Landelijk","Analoog"
"125.05000","125.05000","","Langen Radar (Neckar-Low Sector)","Landelijk","Analoog"
"125.100000","125.10000","","Langen Information","Landelijk","Analoog"
"125.125000","125.12500","","131 EMVO Sqn Air/Air","Luchtmachtbasis Woensdrecht",""
"125.175000","125.17500","","Helicopter Operations Offshore platforms Noordzee","Landelijk","Analoog"
"125.22500","125.22500","","Langen Radar (Hamm Sector)","Landelijk","Analoog"
"125.300000","125.30000","","Airport Teuge Special Air Services","Teuge",""
"125.32500","125.32500","","Tower","Vliegbasis Gilze Rijen","Analoog"
"125.42500","125.42500","","Open dagen KLu 2019 (On Scene Commander Brandweer <--> Aircraft with emergency)","Vliegbasis Volkel","Analoog"
"125.47500","125.47500","","London Control (Flight Information Service North Sector)","Landelijk","Analoog"
"125.525000","125.52500","","Stichting Koninklijke Historische Vlucht","Landelijk","Analoog"
"125.525000","125.52500","","Chipmunk Formation","Landelijk","Analoog"
"125.525000","125.52500","","Stichting Fokker Four","Landelijk","Analoog"
"125.60000","125.60000","","Langen Radar (Eifel Sector)","Landelijk","Analoog"
"125.62500","125.62500","","Antwerpen Tower (Supplementary)","Luchthaven Antwerpen ","Analoog"
"125.70000","125.70000","","Paris Information","Landelijk","Analoog"
"125.750000","125.75000","","Amsterdam ACC Radar sector 4 (Zuid-West)","Schiphol",""
"125.77500","125.77500","","Brussels ACC "Brussels Control" (West Holding)","Landelijk","Analoog"
"125.80000","125.80000","","Langen Information","Landelijk","Analoog"
"125.85000","125.85000","","Bremen Radar (Mil Sector Heide)","Landelijk","Analoog"
"125.87500","125.87500","","Munchen Radar (Sector Bayern-Nordost)","Landelijk","Analoog"
"125.87500","125.87500","","Florennes Tower","Vliegbasis Florennes ","Analoog"
"125.916666","125.91666","","Open Dagen KLu 2016 (Ground)","Vliegbasis Leeuwarden","Analoog"
"125.92500","125.92500","","NSS 2014 Dutch Mil","Landelijk","Analoog"
"125.92500","125.92500","","Formation Internal","Vliegbasis Woensdrecht","Analoog"
"125.925000","125.92500","","Mil ATCC Schiphol Dutch Mil Radar Lower 2","Landelijk","Analoog"
"125.97500","125.97500","","Maastricht Radar Olno High Sector (Above FL355)","Landelijk","Analoog"
"126.02500","126.02500","","Eindhoven Information (ATIS)","Vliegbasis Eindhoven","Analoog"
"126.07500","126.07500","","London Control (Sector 06 - Berry Head)","Landelijk","Analoog"
"126.125000","126.12500","","ATIS","Luchthaven Oostende-Brugge",""
"126.17500","126.17500","","Munchen Radar (Sector Bayern-Nordwest)","Landelijk","Analoog"
"126.2000","126.2000","","VOLMET: Amsterdam Met Broadcast","Schiphol","Analoog"
"126.30000","126.30000","","Scottish Control (Talla sector)","Landelijk","Analoog"
"126.47500","126.47500","","Lille Information","Landelijk","Analoog"
"126.50000","126.50000","","RAF Brize Norton (Information)","Brize","Analoog"
