"rx","tx","ctcss/dsc","omschrijving","plaats","groep"
"446.006250","","107,2","Almeersch Hippisch Centrum
VBOC Motorrijschool","Almere",""
"446.006250","446.00625","69,3","Lidl Supermarkt Rio De Janeirostraat (Winkelpersoneel)","Almere",""
"446.006250","446.00625","67,0","Jumbo Supermarkt Geinplein (Winkelpersoneel)","Almere",""
"446.01875","446.01875","","Arte College Almere Poort ","Almere Poort ","dPMR"
"446.018750","446.01875","","Jumbo Supermarkt Geinplein (Winkelpersoneel)","Almere",""
"446.018750","446.01875","","Van Haren Schoenen (Winkelpersoneel)","Almere Buiten",""
"446.018750","446.01875","67,0","Gamma bouwmarkt (winkelpersoneel)","Almere-Buiten",""
"446.018750","446.01875","67,0","HEMA Globeplein (Winkelpersoneel)","Almere",""
"446.031250","446.03125","67,0","Plus Supermarkt de Greef (Seizoenenbuurt) (Winkelpersoneel)","Almere",""
"446.031250","446.03125","67,0","Albert Heijn Rio de Janeirostraat (Winkelpersoneel)","Almere",""
"446.043750","446.04375","","Gamma bouwmarkt Doemere (winkelpersoneel)","Almere",""
"446.043750","446.04375","250,3","Action Philadelphiapad (Winkelpersoneel)","Almere-Buiten",""
"446.056250","446.05625","85,4","ROC Flevoland - locatie Almere-buiten opleiding beveiliging studenten","Almere",""
"446.068750","446.06875","203,5","Jumbo Supermarkt Detroitpad (Winkelpersoneel)","Almere Buiten",""
"446.081250","446.08125","107,2","Stadslandgoed De Kemphaan - Klimbos Fun Forest","Almere",""
"446.081250","446.08125","67,0","Gamma bouwmarkt Almere-Buiten (winkelpersoneel)","Almere",""
"446.093750","446.09375","71,9","Zwembad De Vrijbuiter","Almere",""
"446.103125","446.103125","","MBO College Almere-Buiten (Studenten Beveiliging)","Almere-Buiten","dPMR"
"446.103125","446.103125","","Holiday Inn Express Hotel Almere","Almere-buiten","dPMR"
"446.103125","446.10313","dPMR","Stewards Almere City FC","Almere",""
"446.20000","446.20000","","Kwantum Doemere (winkelpersoneel)","Almere-buiten","DMR"
"451.87500","451.87500","DCS 246","Albert Hein Hongarijestraat (Winkelpersoneel)","Almere Poort ","Analoog"
"452.87500","452.87500","","Albert Heijn Stedenwijk-Zuid","Almere","Analoog"
"454.91250","454.91250","","Beveiliging ","Almere Poort","NXDN"
"454.93750","454.93750","","Onbekend ","Almere Poort","DMR"
"455.750000","455.75000","82,5","Primark Almere (Maat Winkelbeveiliging)","Almere",""
"455.89000","455.89000","","CP...?? Ik denk Beveiliging..??","Almere Poort","DMR"
"455.890000","","79,7","Buitenhoutcollege","Almere",""
"455.890000","455.89000","DCS311","MBO College Flevoland","Almere-Buiten",""
"455.890000","455.89000","DCS311","MBO College Flevoland","Almere-Poort",""
"455.970000","455.97000","127,3","Primark Almere (Winkelpersoneel)","Almere",""
"460.300000","450.30000","","Kunstlinie Almere Flevoland<BR>Type: DMR/DMR <BR>CC: 7 <BR>TS: 1 en 2 <BR>TG(s): 1","Almere-Stad",""
"461.23000","451.23000","C 67.0","Tuincentrum Alméérplant","Almere ","Analoog"
"464.90000","464.90000","C 179.9","MBO college Almere-Buiten (VEVA)","Almere-buiten","Analoog"
"464.91250","464.91250","C 192.8","MBO college Almere-Buiten (VEVA)","Almere-buiten","Analoog"
"467.44375","457.44375","","Hogeschool Windesheim","Almere","DMR"
"468.530000","","","Loonbedrijf Haverlag uit Nijkerkerveen (werkt voor de gemeente Almere afd Grondwerken)","Almere",""
"469.17000","469.17000","C 141.3","Forensisch Psychiatrisch Centrum De Oostvaarderskliniek","Almere","Analoog"
"469.27000","459.27000","C 141.3","Forensisch Psychiatrisch Centrum De Oostvaarderskliniek","Almere","Analoog"
