rx,tx,ctcss/dsc,omschrijving,plaats,groep
445.5625,445.5625,,Verkeersregelaars,Ede,NXDN
445.5625,445.5625,,G4S Training & Safety,Ede,DMR
445.5625,445.5625,,Plus van der horst,Elspeet,DMR
445.5625,445.5625,88.5,Coop Supermarkt Schouten (Winkelpersoneel),Uddel,Analoog
446,446,C 115.0,Path√© Bioscoop,Arnhem,Analoog
446.00625,446.00625,"C 94,8",Cavente Kinderdorp,Vaassen,Analoog
446.00625,446.00625,"94,8",Stal Mansour,Arnhem,
446.00625,446.00625,"67,0",Jumbo Supermarkt Ruys de Beerenbrouckstraat (Winkelpersoneel),Zutphen,
446.00625,446.00625,"67,0",Jumbo Supermarkt Amersfoortsestraat (Winkelpersoneel),Barneveld,
446.01875,446.01875,,Gamma Bouwmartkt Wageningen ,Wageningen ,Analoog
446.01875,446.01875,,Hotel De Wereld wageningen,Wageningen ,Analoog
446.03125,,,Hartman Security in de MediaMarkt,Arnhem,
446.04375,446.04375,,PLUS Molenpoort (Winkelpersoneel),Nijmegen,Analoog
446.04375,446.04375,,SoLow (Winkelpersoneel),Nijmegen,
446.04375,446.04375,"67,0",Jumbo Supermarkt Jacobslaan (Winkelpersoneel),Nijmegen,
446.04375,446.04375,"118,8",Dolfinarium (Theater Zeezicht),Harderwijk,
446.04375,446.04375,"77,0",Escapeboot Waalkade,Nijmegen,
446.04375,446.04375,"77,0",CenA (Winkelpersoneel),Zutphen,
446.05625,446.05625,C 74.4,Airsoft Nijmegen (Team 1),Nijmegen,Analoog
446.05625,446.05625,,Action Wageningen,Wageningen,Analoog
446.05625,446.05625,,Zorghuis De Gelderhorst (BHV),Ede,Analoog
446.06875,446.06875,,Jumbo Wageningen Verberne (Winkelpersoneel),Wageningen,Analoog
446.06875,446.06875,"79,7",Dolfinarium (Walrussenwal),Harderwijk,
446.06875,446.06875,"82,5",Dolfinarium (Catering),Harderwijk,
446.08125,446.08125,C 88.5,Airsoft Nijmegen (Team 2),Nijmegen,Analoog
446.08125,446.08125,,Jumbo Hoofdstraat (Winkelpersoneel),Voorthuizen,Analoog
446.08125,446.08125,"C 67,0",Gamma Apeldoorn-Noord (Winkelpersoneel),Apeldoorn,Analoog
446.08125,446.08125,,Karwei bouwmarkt (winkelpersoneel),Aalten,
446.09375,446.09375,,Bershka Mode Vijzelstraat (Winkelpersoneel),Arnhem,
446.2,446.2,"C 67,0",Path√© Bioscoop,Arnhem,Analoog
448.3125,440.3125,,Koninklijke Luchtmacht (Gronddiensten),Vliegbasis Deelen,DMR encrypted
448.3125,440.3125,,Koninklijke Landmacht Generaal Majoor Koot Kazerne,Stroe,DMR encrypted
448.7375,440.7375,,Koninklijke Landmacht Generaal Majoor Koot Kazerne,Stroe,DMR
448.8,440.8,,Koninklijke Luchtmacht (Gronddiensten),Deelen,DMR encrypted
448.8,440.8,,Koninklijke Landmacht Generaal Majoor Koot Kazerne,Stroe,DMR
448.925,440.925,,Koninklijke Luchtmacht (Gronddiensten),Vliegbasis Deelen,DMR encrypted
448.925,440.925,,Koninklijke Landmacht Generaal Majoor Koot Kazerne,Stroe,DMR
449.1,441.1,,Koninklijke Luchtmacht (Gronddiensten),Vliegbasis Deelen,DMR encrypted
449.1,441.1,,Koninklijke Landmacht Generaal Majoor Koot Kazerne,Stroe,DMR
449.425,441.425,,Koninklijke Landmacht Generaal Majoor Koot Kazerne,Stroe,DMR
449.6,441.6,,Koninklijke Landmacht Generaal Majoor Koot Kazerne,Stroe,DMR
449.875,449.875,,Koninklijke Landmacht Infanterie Schietkamp,Harskamp,DMR
455.75,455.75,"82,5",Primark (Maat Winkelbeveiliging),Arnhem,
455.75,,"136,5",Meldkamer met posten,Nijmegen,
455.75,,,KEMA,Arnhem,
455.75,,,Zh Rivierenland,Tiel,
455.81,455.81,"C 241,8",Pathe Bioscoop,Nijmegen,
455.81,455.81,"69,3",Dolfinarium (Kanaal 1 EHBO),Harderwijk,
455.81,,"127,3",Gelredome catering stadion skyboxen,Arnhem,
455.81,,"71,9",Winkel overslag (scramble 6100hz),Nijmegen,
455.81,,,Verkeersschool Voskamp,Brummen,
455.81,,,NUON,Duiven,
455.81,,,Camping De Paalberg,Ermelo,
455.81,,,Theater Agnietenhof,Tiel,
455.81,,,Zh Rivierenland,Tiel,
455.81,,,Marin,Wageningen,
455.81,455.81,DMR,CTN Container Terminal Nijmegen (Winselingseweg),Nijmegen,
455.81,,"118,8",onbekend (Put 4 en 6 ton / afsluiters / temparatuur),Nijmegen,
455.81,,"77,0",onbekend,Nijmegen,
455.89,,,NUON,Duiven,
455.89,,,Camping De Paalberg,Ermelo,
455.89,,,Zh Rivierenland,Tiel,
455.89,,,Marin,Wageningen,
455.89,455.89,,Luxor Live,Arnhem,
455.89,,"91,5",onbekend (Overslag / Lab monsters / Portier),Nijmegen,
455.89,,"233,6",onbekend,Nijmegen,
455.89,455.89,"97,4",Dolfinarium (Kanaal 2 Aqua Bella),Harderwijk,
455.89,,"97,4",onbekend,Nijmegen,
455.89,455.89,"88,5",IrisZorg Dag- en Nachtopvang MFC (Beveiliging),Nijmegen,
455.91,,"151,4",TNT Road,Duiven,
455.91,,,NUON,Duiven,
455.91,,,Tankwagen,Nijmegen,
455.93,455.93,"C 123,0",Pathe Bioscoop,Nijmegen,
455.93,,"110,9",Dok Zuid,Apeldoorn,
455.93,,,Gelredome concerten/evenementen,Arnhem,
455.93,,,Gelredome Worl Wide Security,Arnhem,
455.93,,,NUON,Duiven,
455.93,,,BASF Coatings,Tiel,
455.93,,,Theater Agnietenhof,Tiel,
455.93,,,Zh Rivierenland,Tiel,
455.93,,,Marin,Wageningen,
455.93,,"118,8",RWS Gelderland,Gelderland,
455.97,455.97,"127,3",Primark (Winkelpersoneel),Arnhem,
456.17,,,NUON,Duiven,
456.43,,,NUON,Duiven,
457.33,,,Apenheul,Apeldoorn,
458.15625,458.15625,127.3,Brandweer Veiligheidsregio Gelderland Midden objectportofoon,Arnhem,Analoog
458.15625,458.15625,,Brandweer Veiligheidsregio Gelderland Midden objectportofoon TS 2731 Ede ,Ede,
458.19375,458.19375,,"Brandweer Gelderland-Midden, Manschappenportofoon kanaal 3 (TS 07-2441)",Lunteren,Analoog
458.19375,458.19375,127.3,Brandweer Veiligheidsregio Gelderland Midden objectportofoon,Arnhem,Analoog
458.20625,458.20625,"127,3",Brandweer Veiligheidsregio Gelderland Midden objectportofoon TS 2831 Ede Stadspoort,Ede,
458.29375,458.29375,,"	Brandweer Veiligheidsregio Gelderland Midden objectportofoon TS 3331",Oosterbeek,
458.30625,458.30625,"C 127,3","Brandweer Noord- en Oost-Gelderland, Objectportofoon kanaal 11 (TS 3631)",Twello,Analoog
458.30625,458.30625,C 127.3,"Brandweer Gelderland Midden, Objectportofoon kanaal 11 (TS 2341)",Otterlo,Analoog
458.30625,458.30625,,"Brandweer Gelderland Midden, Manschappenportofoon kanaal 11 (TS 3531)",Renkum/Heelsum,Analoog
458.30625,458.30625,,Brandweer Veiligheidsregio Gelderland-Midden kazerne Heteren objectportofoon TS 4131,Heteren,
458.57,,,Eiland transport en containers,Apeldoorn,
458.57,,,Herms zand en grind,Epe,
458.69,,,ANBD Nachtveiligheid en Bewakingsdienst,Arnhem,
458.69,,,NUON,Duiven,
458.73125,458.73125,,Brandweer Veiligheidsregio Brabant-Noord objectportofoon<BR>Type: DMR/DMR <BR>CC: 1 <BR>TS: 1 <BR>TG(s): 1,Megen,
458.73125,458.73125,,Brandweer Veiligheidsregio Brabant-Noord objectportofoon<BR>Type: DMR/DMR <BR>CC: 1 <BR>TS: 1 <BR>TG(s): 1,Erp,
459.1,459.1,,Oostappen Vakantiepark Arnhem (Pagers klantenoproepsysteem snackbar),Arnhem,Overige
460.11875,450.11875,,Pathe Bioscoop,Ede,DMR
460.3,450.3,,Museum Paleis Het Loo,Apeldoorn,DMR
460.4875,450.4875,,Wageningen University & Research (Gebouw Axis),Wageningen,NXDN
460.61875,450.61875,,Pathe Bioscoop,Ede,DMR
461.325,451.325,DMR,Burgers Zoo,Arnhem,
467.23,457.23,,Gelredome (CP),Arnhem,DMR
467.23,457.23,"82,5",Hoofdkantoor Belastingdienst (BHV) DCS306 op de ingang,Apeldoorn,
467.25,457.25,,Papierfabriek Smurfit Kappa Parenco,Renkum,DMR
467.25,457.25,"136,5",Holland Casino,Nijmegen,
467.27,457.27,,Gelredome Stewards<BR>Type: DMR/DMR <BR>CC: 10 <BR>TS: 1 <BR>TG(s): 1,Arnhem,
467.29,457.29,"91,5",Gelre Ziekenhuis,Zutphen,
467.29,457.29,"123,0",Gelre Ziekenhuis,Zutphen,
467.31,457.31,,AVR-Afvalverwerking,Duiven,DMR
467.31,,,Beveiliging Mariânburg,Nijmegen,
467.35,457.35,,Museum Paleis het Loo,Apeldoorn,DMR
467.35,457.35,,Gelredome Connexxion Ondersteunende Taken,Arnhem,
467.37,457.37,"C 94,8",Hoofdkantoor Belastingdienst (Bewaking),Apeldoorn,Analoog
467.37,457.37,DCS734,Wageningen Environmental Research (Alterra),Wageningen,Analoog
467.37,457.37,DMR,ROC Aventus,Apeldoorn,
467.39,457.39,,LUX Filmhuis en Cultureel podium<BR>Type: DMR/DMR <BR>CC: 9 <BR>TS:  <BR>TG(s):,Nijmegen,
467.39,457.39,"C 74,4",Wageningen University & Research (Gebouw Atlas),Wageningen,Analoog
468.19375,468.19375,,"Brandweer Gelderland Midden, Manschappenportofoon kanaal 4",Ederveen,Analoog
468.20625,468.20625,"C 127,3","Brandweer Gelderland Midden, Manschappenportofoon kanaal 6 (TS 2941)",Bennekom,Analoog
468.20625,468.20625,"127,3",Brandweer Veiligheidsregio Gelderland Midden objectportofoon TS 1741,Barneveld,
468.21875,468.21875,,"Brandweer Gelderland-Midden, Manschappenportofoon kanaal 8 (TS 3131)",Wageningen,Analoog
468.21875,468.21875,C 127.3,"Brandweer Gelderland Midden, Objectportofoon kanaal 8 (TS 3231)",Wolfheze,Analoog
468.21875,468.21875,,Brandweer Veiligheidsregio Noord- en Oost-Gelderland ,Apeldoorn,Analoog
468.29375,468.29375,"C 127,3","Brandweer Noord- en Oost-Gelderland, Objectportofoon kanaal 10 (TS 3531)",Terwolde,Analoog
468.29375,468.29375,,"Brandweer Gelderland-Midden, Manschappenportofoon kanaal 10 (TS 3131)",Wageningen,Analoog
468.29375,468.29375,,Brandweer Veiligheidsregio Gelderland Midden objectportofoon TS 2231,De Valk,
468.41,,,Niemeijer wegenbouwbedrijf,Hattem,
468.45,,,NUON,Duiven,
468.51,,,Veldwijk Psychiatrisch Ziekenhuis,Ermelo,
468.67,,,transport / afrekenen bon,Nijmegen,
469.29,469.29,C 114.8,Penitentiaire Inrichting Achterhoek,Zutphen,Analoog
469.37,459.37,DCS365,Penitentiaire Inrichting,Arnhem,Analoog
469.47,459.47,DCS546,Hoofdkantoor Belastingdienst (Bewaking),Apeldoorn,
469.48125,459.48125,,Papierfabriek Smurfit Kappa Parenco,Renkum,DMR
469.49,459.49,"C 79,7",Technova College,Ede,Analoog
469.51,459.51,,Gelredome (Catering),Arnhem,DMR
469.63,459.63,DCS306,Bewaking Winkelcentrum Dukenburg (zwanenveld),Nijmegen,
557.875,,,Backup verbinding studio-opstelplaats zender RTV Gelderland,Gelderland,
565.4,,,Orpheus theater Wegenerzaal Radio Com TX,Apeldoorn,
678.4,,,Orpheus theater Wegenerzaal slechthorendenvoorziening,Apeldoorn,
689.9,,,Orpheus theater Rabobankzaal slechthorendenvoorziening,Apeldoorn,
710.5,710.5,,Orpheus theater Wegenerzaal Radio Com RX channel 1,Apeldoorn,
710.8,710.8,,Orpheus theater Wegenerzaal Radio Com RX channel 2,Apeldoorn,
714,714,,Orpheus theater Wegenerzaal Radio Com RX channel 4,Apeldoorn,
716,716,,Orpheus theater Wegenerzaal Radio Com RX channel 5,Apeldoorn,
855.55,,,Orpheus theater Rabobankzaal HFT receiver channel 4,Apeldoorn,
855.65,,,Orpheus theater Rabobankzaal HFT receiver channel 5,Apeldoorn,
855.8,,,Orpheus theater Rabobankzaal HFT receiver channel 6,Apeldoorn,
855.85,,,Orpheus theater Rabobankzaal HFT receiver channel 7,Apeldoorn,
